id,smape_val,rmsle_val
n31,8.568667948512223,0.08110577729927906
n54,7.760306623794016,0.0821158329399131
n94,4.93075107238355,0.009201177890076786
n121,2.771873833468462,0.012880397832819317
n195,2.7824766134150165,0.01744897899722644
n240,29.687225812506927,0.1128258942150902
n253,4.11274783130736,0.029449780809313132
n270,2.5519135699633724,0.01361239031795863
n281,3.1902580293165075,0.02870463025461493
n356,6.504106607675646,0.025112115526150346
n365,25.217732185993107,0.024471730607478825
n377,15.536633370273337,0.13058340001327093
n441,9.028320846752774,0.0988274777378075
n460,8.604860013950166,0.01690827114911102
n463,3.6839386918403396,0.018808031328971908
n488,2.6036214213171447,0.015377487197830574
n598,0.4864843112633043,0.004677739317053855
n606,56.090075080769886,0.5578646468450636
n629,41.87487554220172,0.044187769827586945
n689,30.65872533763957,0.14584071230126788
n713,14.279463262864708,0.03728908355791464
n724,2.10154504233207,0.015572480300552465
n736,39.7419225377975,0.2264531865252972
n750,4.513231230371217,0.011884167615155717
n766,12.606503829828835,0.06120713029858622
n768,28.241368561546114,0.07499164001046989
n772,3.9506522193409563,0.00853868166763615
n792,3.9994664856700566,0.04245029944505864
n827,8.980074624299501,0.0130356709112753
n916,4.808532968018272,0.009377666686496098
n977,5.182086456352384,0.05014126238049722
n998,3.7903101550055633,0.019985104352977175
n1000,7.367465886516776e-6,2.294981258232246e-8
n1001,8.494364740084945,0.030994970297196802
n1028,8.230067563325628,0.07469945303757548
n1043,4.5837820018671,0.02572929322564106
n1067,13.98845948287539,0.008026410338436532
n1117,5.584572308257085,0.0065652264822020495
n1186,2.3861729887818584,0.023032001760359924
n1191,4.3750347071944706e-6,1.6191803638732594e-8
n1212,23.389311052774993,0.2189811943364457
n1250,6.377198019782404,0.020758658719583083
n1255,3.0793460144460068,0.02450313891249904
n1280,8.69564623125832,0.04136439854876522
n1283,3.949939169231234,0.03116081085129228
n1286,19.046570758264764,0.07548684157302636
n1295,1.938827258324467,0.007382763686773505
n1319,14.915192312195503,0.05803551768450739
n1341,9.76281652248296,0.05953183113993628
n1379,9.430973669233015,0.02932316790913992
n1437,0.5930171063393428,0.0009667976713987945
n1461,4.921620290648236,0.004507651974771463
n1462,8.344223048433749,0.043828871694132604
n1471,12.824699937743869,0.04794245290046353
n1477,1.183951862022854,0.0065276578558219125
n1543,10.667108071304797,0.014823287955128338
