param,median,q1,q3
a,0.10563998199181426,0.032378989136083884,0.6603073155690946
b,0.10864558099170502,0.05887477554690082,0.242145124621148
Cs0,44.10635605420312,13.522047803185961,96.87030584418311
Cc0,3.912311841847433,0.3435660955377263,6.611041475953746
beta,0.35493827495689806,0.32122496965177594,0.4215920025365935
