trunc_section,smape_full_median,rmsle_full_median,loss_median
start,33.21790475203753,0.24204850030122668,0.00322579060341697
middle,9.486668757022766,0.08385460126896269,0.00409903368832065
end,11.722529752483268,0.08785244701105491,0.003489363965500279
