patient_id,t_h,t_norm,beta,y_nn
synth1,0.1,0.0004166666666666667,0.1,0.001226137509484754
synth1,1.1,0.004583333333333333,0.1,0.0015455402406411134
synth1,2.1,0.00875,0.1,0.0019156575305936327
synth1,3.1,0.012916666666666667,0.1,0.0023246318446473444
synth1,4.1,0.017083333333333332,0.1,0.002754809895598073
synth1,5.1,0.021249999999999998,0.1,0.003185686100905208
synth1,6.1,0.025416666666666664,0.1,0.0035975348863418882
synth1,7.1,0.029583333333333333,0.1,0.003974498255681729
synth1,8.1,0.033749999999999995,0.1,0.004306303951383415
synth1,9.1,0.03791666666666667,0.1,0.004588475483778935
synth1,10.1,0.042083333333333334,0.1,0.004821428754826301
synth1,11.1,0.04625,0.1,0.00500904016388843
synth1,12.1,0.050416666666666665,0.1,0.005157182140462315
synth1,13.1,0.05458333333333333,0.1,0.005272517656976592
synth1,14.1,0.05875,0.1,0.005361654808460515
synth1,15.1,0.06291666666666666,0.1,0.005430640283779816
synth1,16.1,0.06708333333333334,0.1,0.005484715992760104
synth1,17.1,0.07125000000000001,0.1,0.005528253801003691
synth1,18.1,0.07541666666666667,0.1,0.005564796283951795
synth1,19.1,0.07958333333333334,0.1,0.0055971510779481955
synth1,20.1,0.08375,0.1,0.005627504769313666
synth1,21.1,0.08791666666666667,0.1,0.005657536411983566
synth1,22.1,0.09208333333333334,0.1,0.005688520462235169
synth1,23.1,0.09625,0.1,0.0057214149896810925
synth1,24.1,0.10041666666666667,0.1,0.005756934505160533
synth1,25.1,0.10458333333333333,0.1,0.005795608536793736
synth1,26.1,0.10875,0.1,0.005837827849698956
synth1,27.1,0.11291666666666668,0.1,0.005883880390128992
synth1,28.1,0.11708333333333334,0.1,0.005933978922443363
synth1,29.1,0.12125000000000001,0.1,0.00598828208413824
synth1,30.1,0.12541666666666668,0.1,0.006046910302947301
synth1,31.1,0.12958333333333333,0.1,0.006109957748473576
synth1,32.1,0.13375,0.1,0.006177501250306149
synth1,33.1,0.13791666666666666,0.1,0.006249606912015821
synth1,34.1,0.14208333333333334,0.1,0.0063263349852689214
synth1,35.1,0.14625000000000002,0.1,0.006407743436615591
synth1,36.1,0.15041666666666667,0.1,0.006493890536191043
synth1,37.1,0.15458333333333335,0.1,0.006584836717470257
synth1,38.1,0.15875,0.1,0.006680645895689953
synth1,39.1,0.16291666666666668,0.1,0.006781386385626766
synth1,40.1,0.16708333333333333,0.1,0.006887131523838691
synth1,41.1,0.17125,0.1,0.006997960073619211
synth1,42.1,0.17541666666666667,0.1,0.0071139564707195365
synth1,43.1,0.17958333333333334,0.1,0.007235210952757148
synth1,44.1,0.18375,0.1,0.007361819603913418
synth1,45.1,0.18791666666666668,0.1,0.007493884338082671
