param,median,q1,q3
a,0.04360833542657963,0.027639492534375153,0.09951383308511876
b,0.06594174659648261,0.021535320772610545,0.22691715778115765
Cs0,20.53892799693903,9.025225756675793,106.76508807809626
Cc0,2.8763915063097034,0.5057753787437576,6.788778948276123
Td,167.16107972624388,118.96681794247769,381.7104738993109
