nn_width,best_model_id,best_model_idx,best_loss_mean,best_loss_std,best_smape_mean,best_smape_std,best_rmsle_mean,best_rmsle_std,best_loss_median,best_loss_iqr,best_smape_median,best_smape_iqr,best_rmsle_median,best_rmsle_iqr,pool_size
4,cfg24_4,4,0.042375297867634505,0.11989857176476443,9.93294960115718,11.994794449080977,0.04798667045348828,0.07612737008028293,0.006194193832622794,0.01641934592540622,6.085779946792345,7.843005645431319,0.025190311245108482,0.0418755696974167,4
6,cfg26_4,4,0.03757636348940714,0.10301051066015454,10.26634074606869,11.460109756975061,0.04978691393151314,0.0731140770032972,0.006968579647264171,0.020547032415297505,6.526004248762764,8.880926312570484,0.024848755898282844,0.04184745265371623,4
8,cfg28_3,3,0.03381582214806283,0.0870862917148537,9.46726441201182,10.163781804671432,0.04422318801630087,0.0551802318566801,0.00627441164825925,0.02487655494603106,6.632938409869146,9.684647157469396,0.02659341098370491,0.03882542123306382,4
