model_id,model_idx,nn_depth,nn_width,n_patients,loss_mean,loss_std,loss_median,loss_q1,loss_q3,loss_iqr,smape_mean,smape_std,smape_median,smape_q1,smape_q3,smape_iqr,rmsle_mean,rmsle_std,rmsle_median,rmsle_q1,rmsle_q3,rmsle_iqr,experiment_path,selection_smape_margin,selection_best_smape_median
cfg24_4,4,2,4,56,0.042375297867634505,0.11989857176476443,0.006194193832622794,0.0015219728265413162,0.017941318751947537,0.01641934592540622,9.93294960115718,11.994794449080977,6.085779946792345,3.1924970897265648,11.035502735157884,7.843005645431319,0.04798667045348828,0.07612737008028293,0.025190311245108482,0.012021756707596446,0.05389732640501315,0.0418755696974167,NSTEMI_cUDE_MIMIC-IV_MSE_24_sigmoid_regback,0.3,6.085779946792345
