patient_id,t_h,t_norm,beta,y_nn
synth9,883.1,3.6795833333333334,0.9,0.9524093245856771
synth9,884.1,3.6837500000000003,0.9,0.9524122636954141
synth9,885.1,3.6879166666666667,0.9,0.952415149237845
synth9,886.1,3.6920833333333336,0.9,0.9524179817838553
synth9,887.1,3.69625,0.9,0.9524207618988881
synth9,888.1,3.700416666666667,0.9,0.9524234901429979
synth9,889.1,3.7045833333333333,0.9,0.9524261670709011
synth9,890.1,3.70875,0.9,0.9524287932320287
synth9,891.1,3.7129166666666666,0.9,0.9524313691705769
synth9,892.1,3.7170833333333335,0.9,0.9524338954255576
synth9,893.1,3.72125,0.9,0.9524363725308486
synth9,894.1,3.725416666666667,0.9,0.9524388010152424
synth9,895.1,3.7295833333333333,0.9,0.9524411814024962
synth9,896.1,3.73375,0.9,0.9524435142113787
synth9,897.1,3.7379166666666666,0.9,0.9524457999557193
synth9,898.1,3.7420833333333334,0.9,0.9524480391444548
synth9,899.1,3.7462500000000003,0.9,0.9524502322816759
synth9,900.1,3.7504166666666667,0.9,0.9524523798666747
synth9,901.1,3.7545833333333336,0.9,0.9524544823939898
synth9,902.1,3.75875,0.9,0.9524565403534512
synth9,903.1,3.762916666666667,0.9,0.9524585542302257
synth9,904.1,3.7670833333333333,0.9,0.9524605245048625
synth9,905.1,3.77125,0.9,0.9524624516533349
synth9,906.1,3.7754166666666666,0.9,0.952464336147085
synth9,907.1,3.7795833333333335,0.9,0.9524661784530675
synth9,908.1,3.78375,0.9,0.9524679790337907
synth9,909.1,3.787916666666667,0.9,0.9524697383473599
synth9,910.1,3.7920833333333333,0.9,0.9524714568475189
synth9,911.1,3.79625,0.9,0.9524731349836909
synth9,912.1,3.8004166666666666,0.9,0.9524747732010191
synth9,913.1,3.8045833333333334,0.9,0.9524763719404088
synth9,914.1,3.8087500000000003,0.9,0.9524779316385651
synth9,915.1,3.8129166666666667,0.9,0.9524794527280346
synth9,916.1,3.8170833333333336,0.9,0.9524809356372433
synth9,917.1,3.82125,0.9,0.9524823807905359
synth9,918.1,3.825416666666667,0.9,0.9524837886082144
synth9,919.1,3.8295833333333333,0.9,0.9524851595065758
synth9,920.1,3.83375,0.9,0.9524864938979497
synth9,921.1,3.8379166666666666,0.9,0.952487792190736
synth9,922.1,3.8420833333333335,0.9,0.9524890547894413
synth9,923.1,3.84625,0.9,0.952490282094716
synth9,924.1,3.850416666666667,0.9,0.9524914745033896
synth9,925.1,3.8545833333333333,0.9,0.9524926324085071
synth9,926.1,3.85875,0.9,0.9524937561993646
synth9,927.1,3.8629166666666666,0.9,0.9524948462615435
synth9,928.1,3.8670833333333334,0.9,0.952495902976946
synth9,929.1,3.8712500000000003,0.9,0.9524969267238292
synth9,930.1,3.8754166666666667,0.9,0.9524979178768394
synth9,931.1,3.8795833333333336,0.9,0.9524988768070448
synth9,932.1,3.88375,0.9,0.9524998038819702
synth9,933.1,3.887916666666667,0.9,0.9525006994656289
synth9,934.1,3.8920833333333333,0.9,0.952501563918556
synth9,935.1,3.89625,0.9,0.9525023975978404
synth9,936.1,3.9004166666666666,0.9,0.9525032008571577
synth9,937.1,3.9045833333333335,0.9,0.9525039740468
synth9,938.1,3.90875,0.9,0.9525047175137096
synth9,939.1,3.912916666666667,0.9,0.9525054316015086
synth9,940.1,3.9170833333333333,0.9,0.9525061166505298
synth9,941.1,3.92125,0.9,0.9525067729978483
synth9,942.1,3.9254166666666666,0.9,0.9525074009773098
synth9,943.1,3.9295833333333334,0.9,0.9525080009195627
synth9,944.1,3.9337500000000003,0.9,0.9525085731520855
synth9,945.1,3.9379166666666667,0.9,0.9525091179992178
synth9,946.1,3.9420833333333336,0.9,0.9525096357821883
synth9,947.1,3.94625,0.9,0.9525101268191443
synth9,948.1,3.950416666666667,0.9,0.9525105914251794
synth9,949.1,3.9545833333333333,0.9,0.9525110299123621
synth9,950.1,3.95875,0.9,0.9525114425897635
synth9,951.1,3.9629166666666666,0.9,0.9525118297634855
synth9,952.1,3.9670833333333335,0.9,0.9525121917366873
synth9,953.1,3.97125,0.9,0.952512528809613
synth9,954.1,3.975416666666667,0.9,0.9525128412796185
synth9,955.1,3.9795833333333333,0.9,0.9525131294411976
synth9,956.1,3.98375,0.9,0.9525133935860092
synth9,957.1,3.9879166666666666,0.9,0.9525136340029021
synth9,958.1,3.9920833333333334,0.9,0.9525138509779422
synth9,959.1,3.9962500000000003,0.9,0.9525140447944369
synth9,960.1,4.000416666666667,0.9,0.9525142157329611
synth9,961.1,4.004583333333334,0.9,0.9525143640713821
synth9,962.1,4.00875,0.9,0.9525144900848848
synth9,963.1,4.0129166666666665,0.9,0.952514594045995
synth9,964.1,4.017083333333334,0.9,0.9525146762246056
synth9,965.1,4.02125,0.9,0.9525147368879996
synth9,966.1,4.025416666666667,0.9,0.9525147763008739
synth9,967.1,4.029583333333333,0.9,0.9525147947253637
synth9,968.1,4.03375,0.9,0.9525147924210654
synth9,969.1,4.037916666666667,0.9,0.9525147696450598
synth9,970.1,4.042083333333333,0.9,0.9525147266519358
synth9,971.1,4.04625,0.9,0.9525146636938124
synth9,972.1,4.050416666666667,0.9,0.9525145810203615
synth9,973.1,4.054583333333333,0.9,0.9525144788788303
synth9,974.1,4.05875,0.9,0.952514357514064
synth9,975.1,4.062916666666667,0.9,0.9525142171685264
synth9,976.1,4.067083333333334,0.9,0.952514058082323
synth9,977.1,4.07125,0.9,0.9525138804932219
synth9,978.1,4.0754166666666665,0.9,0.9525136846366755
synth9,979.1,4.079583333333334,0.9,0.9525134707458404
synth9,980.1,4.08375,0.9,0.9525132390516002
synth9,981.1,4.087916666666667,0.9,0.9525129897825855
synth9,982.1,4.092083333333333,0.9,0.952512723165193
synth9,983.1,4.09625,0.9,0.9525124394236081
synth9,984.1,4.100416666666667,0.9,0.9525121387798243
synth9,985.1,4.104583333333333,0.9,0.9525118214536618
synth9,986.1,4.10875,0.9,0.9525114876627894
synth9,987.1,4.112916666666667,0.9,0.9525111376227428
synth9,988.1,4.117083333333333,0.9,0.9525107715469444
synth9,989.1,4.12125,0.9,0.952510389646722
synth9,990.1,4.125416666666667,0.9,0.9525099921313289
synth9,991.1,4.129583333333334,0.9,0.9525095792079624
synth9,992.1,4.13375,0.9,0.9525091510817814
synth9,993.1,4.1379166666666665,0.9,0.9525087079559263
synth9,994.1,4.142083333333334,0.9,0.9525082500315374
synth9,995.1,4.14625,0.9,0.952507777507772
synth9,996.1,4.150416666666667,0.9,0.9525072905818234
synth9,997.1,4.154583333333333,0.9,0.9525067894489379
synth9,998.1,4.15875,0.9,0.9525062743024335
synth9,999.1,4.162916666666667,0.9,0.9525057453337169
synth10,0.1,0.0004166666666666667,1.0,0.00047173975548505336
synth10,1.1,0.004583333333333333,1.0,0.0004701599967895365
synth10,2.1,0.00875,1.0,0.00046851154394156856
synth10,3.1,0.012916666666666667,1.0,0.00046679587994321014
synth10,4.1,0.017083333333333332,1.0,0.00046501499552172417
synth10,5.1,0.021249999999999998,1.0,0.00046317139050211867
synth10,6.1,0.025416666666666664,1.0,0.0004612680670130082
synth10,7.1,0.029583333333333333,1.0,0.000459308514376813
synth10,8.1,0.033749999999999995,1.0,0.0004572966857759599
synth10,9.1,0.03791666666666667,1.0,0.0004552369670306916
synth10,10.1,0.042083333333333334,1.0,0.00045313413806028597
synth10,11.1,0.04625,1.0,0.00045099332781689387
synth10,12.1,0.050416666666666665,1.0,0.00044881996366982356
synth10,13.1,0.05458333333333333,1.0,0.0004466197163696216
synth10,14.1,0.05875,1.0,0.00044439844182938296
synth10,15.1,0.06291666666666666,1.0,0.00044216212102173453
synth10,16.1,0.06708333333333334,1.0,0.0004399167993027168
synth10,17.1,0.07125000000000001,1.0,0.00043766852643991136
synth10,18.1,0.07541666666666667,1.0,0.00043542329854552966
synth10,19.1,0.07958333333333334,1.0,0.00043318700300164805
synth10,20.1,0.08375,1.0,0.00043096536732171314
synth10,21.1,0.08791666666666667,1.0,0.00042876391272807625
synth10,22.1,0.09208333333333334,1.0,0.0004265879130481994
synth10,23.1,0.09625,1.0,0.00042444235935071165
synth10,24.1,0.10041666666666667,1.0,0.0004223319305642542
synth10,25.1,0.10458333333333333,1.0,0.00042026097015375447
synth10,26.1,0.10875,1.0,0.0004182334687757613
synth10,27.1,0.11291666666666668,1.0,0.0004162530527006276
synth10,28.1,0.11708333333333334,1.0,0.0004143229776774077
synth10,29.1,0.12125000000000001,1.0,0.0004124461278282634
synth10,30.1,0.12541666666666668,1.0,0.00041062501909330893
synth10,31.1,0.12958333333333333,1.0,0.00040886180670292294
synth10,32.1,0.13375,1.0,0.0004071582961310837
synth10,33.1,0.13791666666666666,1.0,0.0004055159569777981
synth10,34.1,0.14208333333333334,1.0,0.0004039359392387127
synth10,35.1,0.14625000000000002,1.0,0.00040241909144253545
synth10,36.1,0.15041666666666667,1.0,0.00040096598016938655
synth10,37.1,0.15458333333333335,1.0,0.0003995769105027967
synth10,38.1,0.15875,1.0,0.0003982519470124705
synth10,39.1,0.16291666666666668,1.0,0.0003969909349119448
synth10,40.1,0.16708333333333333,1.0,0.000395793521083032
synth10,41.1,0.17125,1.0,0.0003946591747060406
synth10,42.1,0.17541666666666667,1.0,0.0003935872072799001
synth10,43.1,0.17958333333333334,1.0,0.0003925767918587254
synth10,44.1,0.18375,1.0,0.0003916269813703287
synth10,45.1,0.18791666666666668,1.0,0.00039073672591739974
synth10,46.1,0.19208333333333333,1.0,0.00038990488899329093
synth10,47.1,0.19625,1.0,0.00038913026257161984
synth10,48.1,0.20041666666666666,1.0,0.00038841158105218707
synth10,49.1,0.20458333333333334,1.0,0.0003877475340653953
synth10,50.1,0.20875000000000002,1.0,0.0003871367781534874
synth10,51.1,0.21291666666666667,1.0,0.00038657794735996634
synth10,52.1,0.21708333333333335,1.0,0.0003860696627687341
synth10,53.1,0.22125,1.0,0.00038561054104216944
synth10,54.1,0.22541666666666668,1.0,0.0003851992020128575
synth10,55.1,0.22958333333333333,1.0,0.0003848342753872936
synth10,56.1,0.23375,1.0,0.0003845144066219563
synth10,57.1,0.23791666666666667,1.0,0.00038423826203280866
synth10,58.1,0.24208333333333334,1.0,0.00038400453319900103
synth10,59.1,0.24625,1.0,0.00038381194072029237
synth10,60.1,0.2504166666666667,1.0,0.0003836592373858555
synth10,61.1,0.25458333333333333,1.0,0.00038354521080974466
synth10,62.1,0.25875,1.0,0.00038346868558554985
synth10,63.1,0.2629166666666667,1.0,0.00038342852500978397
synth10,64.1,0.2670833333333333,1.0,0.0003834236324204061
synth10,65.1,0.27125,1.0,0.0003834529521936648
synth10,66.1,0.27541666666666664,1.0,0.00038351547043926325
synth10,67.1,0.2795833333333333,1.0,0.0003836102154306671
synth10,68.1,0.28375,1.0,0.0003837362578043255
synth10,69.1,0.28791666666666665,1.0,0.0003838927105586196
synth10,70.1,0.2920833333333333,1.0,0.00038407872888055893
synth10,71.1,0.29624999999999996,1.0,0.00038429350982558145
synth10,72.1,0.30041666666666667,1.0,0.0003845362918733453
synth10,73.1,0.3045833333333333,1.0,0.00038480635438008313
synth10,74.1,0.30874999999999997,1.0,0.0003851030169459403
synth10,75.1,0.3129166666666666,1.0,0.0003854256387137472
synth10,76.1,0.31708333333333333,1.0,0.0003857736176138664
synth10,77.1,0.32125,1.0,0.00038614638956809406
synth10,78.1,0.32541666666666663,1.0,0.00038654342766409575
synth10,79.1,0.3295833333333333,1.0,0.00038696424131048446
synth10,80.1,0.33375,1.0,0.0003874083753814324
synth10,81.1,0.33791666666666664,1.0,0.0003878754093585823
synth10,82.1,0.3420833333333333,1.0,0.0003883649564770583
synth10,83.1,0.34625,1.0,0.00038887666288146204
synth10,84.1,0.35041666666666665,1.0,0.0003894102067969924
synth10,85.1,0.3545833333333333,1.0,0.0003899652977200995
synth10,86.1,0.35874999999999996,1.0,0.00039054167563249396
synth10,87.1,0.36291666666666667,1.0,0.0003911391102417982
synth10,88.1,0.3670833333333333,1.0,0.00039175740025164564
synth10,89.1,0.37124999999999997,1.0,0.0003923963726636686
synth10,90.1,0.3754166666666666,1.0,0.00039305588211342734
synth10,91.1,0.37958333333333333,1.0,0.00039373581024209486
synth10,92.1,0.38375,1.0,0.0003944360651054271
synth10,93.1,0.38791666666666663,1.0,0.00039515658062140097
synth10,94.1,0.3920833333333333,1.0,0.00039589731605769974
synth10,95.1,0.39625,1.0,0.0003966582555601635
synth10,96.1,0.40041666666666664,1.0,0.0003974394077231934
synth10,97.1,0.4045833333333333,1.0,0.00039824080520310385
synth10,98.1,0.40875,1.0,0.00039906250437535723
synth10,99.1,0.41291666666666665,1.0,0.0003999045850366721
synth10,100.1,0.4170833333333333,1.0,0.00040076715015301134
synth10,101.1,0.42124999999999996,1.0,0.0004016503256545663
synth10,102.1,0.42541666666666667,1.0,0.00040255426027892093
synth10,103.1,0.4295833333333333,1.0,0.00040347912546374545
synth10,104.1,0.43374999999999997,1.0,0.00040442511529052233
synth10,105.1,0.4379166666666666,1.0,0.00040539244648098654
synth10,106.1,0.44208333333333333,1.0,0.0004063813584482271
synth10,107.1,0.44625,1.0,0.00040739211340461596
synth10,108.1,0.45041666666666663,1.0,0.000408424996529064
synth10,109.1,0.4545833333333333,1.0,0.00040948031619643133
synth10,110.1,0.45875,1.0,0.00041055840427229294
synth10,111.1,0.46291666666666664,1.0,0.000411659616476721
synth10,112.1,0.4670833333333333,1.0,0.0004127843328212042
synth10,113.1,0.47125,1.0,0.00041393295812339415
synth10,114.1,0.47541666666666665,1.0,0.00041510592260496826
synth10,115.1,0.4795833333333333,1.0,0.00041630368257860375
synth10,116.1,0.48374999999999996,1.0,0.00041752672123081757
synth10,117.1,0.48791666666666667,1.0,0.0004187755495083173
synth10,118.1,0.4920833333333333,1.0,0.00042005070711646086
synth10,119.1,0.49624999999999997,1.0,0.0004213527636395603
synth10,120.1,0.5004166666666666,1.0,0.00042268231979396726
synth10,121.1,0.5045833333333333,1.0,0.00042404000882630415
synth10,122.1,0.5087499999999999,1.0,0.00042542649807077073
synth10,123.1,0.5129166666666667,1.0,0.00042684249068122984
