model_id,model_idx,nn_depth,nn_width,n_patients,loss_mean,loss_std,loss_median,loss_q1,loss_q3,loss_iqr,smape_mean,smape_std,smape_median,smape_q1,smape_q3,smape_iqr,rmsle_mean,rmsle_std,rmsle_median,rmsle_q1,rmsle_q3,rmsle_iqr,experiment_path,selection_primary,selection_tiebreak_1,selection_tiebreak_2,selection_tiebreak_3,selection_tiebreak_4,selection_tiebreak_5
cfg28_3,3,2,8,56,0.03381582214806283,0.0870862917148537,0.00627441164825925,0.001754788322670163,0.026631343268701223,0.02487655494603106,9.46726441201182,10.163781804671432,6.632938409869146,3.2195001178551736,12.904147275324569,9.684647157469396,0.04422318801630087,0.0551802318566801,0.02659341098370491,0.01080839369251217,0.04963381492557599,0.03882542123306382,NSTEMI_cUDE_MIMIC-IV_MSE_28_sigmoid_regback,loss_mean,loss_std,smape_mean,smape_std,rmsle_mean,rmsle_std
