experiment,param,mean,std,q1,median,q3,iqr
UMG ae,a,-0.6187557498097142,2.846921509570475,-3.528086987360028,0.5869146542277531,2.3025850929597795,5.8306720803198075
UMG ae,b,-1.9036869292645773,2.582712951143152,-3.3981732344144153,-2.5648350899608117,0.3792533469146338,3.777426581329049
UMG ae,Cs0,2.0411168468558687,2.625080176626621,-0.010073854686128977,1.73331758134303,4.512432566298865,4.522506420984994
UMG ae,Cc0,0.5158422542874259,3.4854184954959937,-1.6730033684113583,0.6914691671802489,2.987479922588205,4.660483290999563
UMG ae,Td,3.6729145736755546,2.8249627228637517,3.3500055429101443,4.531687422862683,5.069197146812596,1.7191916039024515
